Paper Title,Figure No.,Subfigure,Coupling Type,Dosage,Particle Diameter (µm),Breathing Rate (L/min),Lung Region,Deposition Type,Deposition Fraction,Deposition Efficiency (%),Paper Lung Region,Our Lung Region,Lung Region Explanation,Breath Phase,Deposition Fraction (%),Figure/Table,Breathing Type,Figure Number,Shape Factor,Stokes Number
Numerical Simulation of the Airflow and Aerosol Particle,,,,,2.0,15,Whole lung,,,1.66,Whole lung,Whole Lung,Entire lung system including all airway regions.,3rd ins.,1.66,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,2.0,15,Whole lung,,,15.79,Whole lung,Whole Lung,Entire lung system including all airway regions.,Total,15.79,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,2.0,30,Whole lung,,,12.05,Whole lung,Whole Lung,Entire lung system including all airway regions.,2nd ins.,12.05,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,2.0,30,Whole lung,,,5.51,Whole lung,Whole Lung,Entire lung system including all airway regions.,2nd exp.,5.51,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,2.0,30,Whole lung,,,4.26,Whole lung,Whole Lung,Entire lung system including all airway regions.,3rd ins.,4.26,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,2.0,30,Whole lung,,,22.03,Whole lung,Whole Lung,Entire lung system including all airway regions.,Total,22.03,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,2.0,60,Whole lung,,,19.64,Whole lung,Whole Lung,Entire lung system including all airway regions.,2nd ins.,19.64,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,2.0,60,Whole lung,,,9.52,Whole lung,Whole Lung,Entire lung system including all airway regions.,2nd exp.,9.52,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,2.0,60,Whole lung,,,6.83,Whole lung,Whole Lung,Entire lung system including all airway regions.,3rd ins.,6.83,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,2.0,60,Whole lung,,,36.0,Whole lung,Whole Lung,Entire lung system including all airway regions.,Total,36.0,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,5.0,15,Whole lung,,,13.32,Whole lung,Whole Lung,Entire lung system including all airway regions.,2nd ins.,13.32,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,5.0,15,Whole lung,,,4.28,Whole lung,Whole Lung,Entire lung system including all airway regions.,2nd exp.,4.28,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,5.0,15,Whole lung,,,2.15,Whole lung,Whole Lung,Entire lung system including all airway regions.,3rd ins.,2.15,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,5.0,15,Whole lung,,,19.75,Whole lung,Whole Lung,Entire lung system including all airway regions.,Total,19.75,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,5.0,30,Whole lung,,,18.79,Whole lung,Whole Lung,Entire lung system including all airway regions.,2nd ins.,18.79,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,5.0,30,Whole lung,,,6.26,Whole lung,Whole Lung,Entire lung system including all airway regions.,2nd exp.,6.26,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,5.0,30,Whole lung,,,3.43,Whole lung,Whole Lung,Entire lung system including all airway regions.,3rd ins.,3.43,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,5.0,30,Whole lung,,,28.48,Whole lung,Whole Lung,Entire lung system including all airway regions.,Total,28.48,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,5.0,60,Whole lung,,,25.56,Whole lung,Whole Lung,Entire lung system including all airway regions.,2nd ins.,25.56,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,5.0,60,Whole lung,,,9.94,Whole lung,Whole Lung,Entire lung system including all airway regions.,2nd exp.,9.94,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,5.0,60,Whole lung,,,6.89,Whole lung,Whole Lung,Entire lung system including all airway regions.,3rd ins.,6.89,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,5.0,60,Whole lung,,,42.39,Whole lung,Whole Lung,Entire lung system including all airway regions.,Total,42.39,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,7.0,15,Whole lung,,,15.46,Whole lung,Whole Lung,Entire lung system including all airway regions.,2nd ins.,15.46,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,7.0,15,Whole lung,,,5.37,Whole lung,Whole Lung,Entire lung system including all airway regions.,2nd exp.,5.37,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,7.0,15,Whole lung,,,3.19,Whole lung,Whole Lung,Entire lung system including all airway regions.,3rd ins.,3.19,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,7.0,15,Whole lung,,,24.02,Whole lung,Whole Lung,Entire lung system including all airway regions.,Total,24.02,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,7.0,30,Whole lung,,,22.27,Whole lung,Whole Lung,Entire lung system including all airway regions.,2nd ins.,22.27,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,7.0,30,Whole lung,,,8.33,Whole lung,Whole Lung,Entire lung system including all airway regions.,2nd exp.,8.33,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,7.0,30,Whole lung,,,5.32,Whole lung,Whole Lung,Entire lung system including all airway regions.,3rd ins.,5.32,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,7.0,30,Whole lung,,,35.92,Whole lung,Whole Lung,Entire lung system including all airway regions.,Total,35.92,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,7.0,60,Whole lung,,,31.62,Whole lung,Whole Lung,Entire lung system including all airway regions.,2nd ins.,31.62,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,7.0,60,Whole lung,,,12.53,Whole lung,Whole Lung,Entire lung system including all airway regions.,2nd exp.,12.53,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,7.0,60,Whole lung,,,9.31,Whole lung,Whole Lung,Entire lung system including all airway regions.,3rd ins.,9.31,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,7.0,60,Whole lung,,,53.46,Whole lung,Whole Lung,Entire lung system including all airway regions.,Total,53.46,Figure 7,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,2.0,15,Whole lung,,,10.17,Whole lung,Whole Lung,Entire lung system including all airway regions.,2nd ins.,10.17,Table 3,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,2.0,15,Whole lung,,,1.73,Whole lung,Whole Lung,Entire lung system including all airway regions.,3rd ins.,1.73,Table 3,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,2.0,30,Whole lung,,,12.14,Whole lung,Whole Lung,Entire lung system including all airway regions.,2nd ins.,12.14,Table 3,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,2.0,30,Whole lung,,,4.32,Whole lung,Whole Lung,Entire lung system including all airway regions.,3rd ins.,4.32,Table 3,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,2.0,60,Whole lung,,,19.6,Whole lung,Whole Lung,Entire lung system including all airway regions.,2nd ins.,19.6,Table 3,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,2.0,60,Whole lung,,,0.0,Whole lung,Whole Lung,Entire lung system including all airway regions.,3rd ins.,0.0,Table 3,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,5.0,15,Whole lung,,,13.42,Whole lung,Whole Lung,Entire lung system including all airway regions.,2nd ins.,13.42,Table 3,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,5.0,15,Whole lung,,,2.07,Whole lung,Whole Lung,Entire lung system including all airway regions.,3rd ins.,2.07,Table 3,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,5.0,30,Whole lung,,,21.27,Whole lung,Whole Lung,Entire lung system including all airway regions.,2nd ins.,21.27,Table 3,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,5.0,30,Whole lung,,,0.0,Whole lung,Whole Lung,Entire lung system including all airway regions.,3rd ins.,0.0,Table 3,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,5.0,60,Whole lung,,,27.86,Whole lung,Whole Lung,Entire lung system including all airway regions.,2nd ins.,27.86,Table 3,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,5.0,60,Whole lung,,,0.0,Whole lung,Whole Lung,Entire lung system including all airway regions.,3rd ins.,0.0,Table 3,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,7.0,15,Whole lung,,,16.4,Whole lung,Whole Lung,Entire lung system including all airway regions.,2nd ins.,16.4,Table 3,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,7.0,15,Whole lung,,,0.87,Whole lung,Whole Lung,Entire lung system including all airway regions.,3rd ins.,0.87,Table 3,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,7.0,30,Whole lung,,,24.5,Whole lung,Whole Lung,Entire lung system including all airway regions.,2nd ins.,24.5,Table 3,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,7.0,30,Whole lung,,,0.0,Whole lung,Whole Lung,Entire lung system including all airway regions.,3rd ins.,0.0,Table 3,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,7.0,60,Whole lung,,,33.62,Whole lung,Whole Lung,Entire lung system including all airway regions.,2nd ins.,33.62,Table 3,,,,
Numerical Simulation of the Airflow and Aerosol Particle,,,,,7.0,60,Whole lung,,,0.0,Whole lung,Whole Lung,Entire lung system including all airway regions.,3rd ins.,0.0,Table 3,,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,30,Bronchus,,,2.2337,Bronchus,Bronchus,,,57.72005772005773,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,30,Bronchus,,,2.5509,Bronchus,Bronchus,,,65.91630591630593,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,30,Bronchus,,,1.9255,Bronchus,Bronchus,,,49.75468975468975,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,30,Bronchus,,,2.5018,Bronchus,Bronchus,,,64.64646464646465,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,30,Oropharynx,,,1.4251,Oropharynx,Oropharynx,,,36.82539682539683,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,30,Oropharynx,,,1.2062,Oropharynx,Oropharynx,,,31.16883116883117,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,30,Oropharynx,,,1.7468,Oropharynx,Oropharynx,,,45.13708513708514,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,30,Oropharynx,,,1.2866,Oropharynx,Oropharynx,,,33.24675324675325,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,30,Trachea,,,0.201,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,5.194805194805207,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,30,Trachea,,,0.1028,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,2.655122655122648,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,30,Trachea,,,0.1921,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,4.963924963924965,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,30,Trachea,,,0.0759,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,1.9624819624819607,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,10.0,60,Bronchus,,,25.9698,Bronchus,Bronchus,,,54.041297935103245,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,10.0,60,Bronchus,,,17.5778,Bronchus,Bronchus,,,36.57817109144543,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,10.0,60,Bronchus,,,28.0678,Bronchus,Bronchus,,,58.4070796460177,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,10.0,60,Bronchus,,,22.3976,Bronchus,Bronchus,,,46.60766961651917,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,10.0,60,Oropharynx,,,18.9954,Oropharynx,Oropharynx,,,39.528023598820056,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,10.0,60,Oropharynx,,,28.8617,Oropharynx,Oropharynx,,,60.05899705014749,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,10.0,60,Oropharynx,,,17.6912,Oropharynx,Oropharynx,,,36.81415929203539,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,10.0,60,Oropharynx,,,24.3822,Oropharynx,Oropharynx,,,50.73746312684365,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,10.0,60,Trachea,,,3.1186,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,6.489675516224187,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,10.0,60,Trachea,,,1.6444,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,3.421828908554569,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,10.0,60,Trachea,,,2.2681,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,4.719764011799405,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,10.0,60,Trachea,,,1.2475,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,2.59587020648967,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,90,Bronchus,,,9.7275,Bronchus,Bronchus,,,52.39669421487604,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,90,Bronchus,,,3.5289,Bronchus,Bronchus,,,19.008264462809937,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,90,Bronchus,,,10.1571,Bronchus,Bronchus,,,54.7107438016529,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,90,Bronchus,,,5.5848,Bronchus,Bronchus,,,30.08264462809917,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,90,Oropharynx,,,7.6715,Oropharynx,Oropharynx,,,41.32231404958679,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,90,Oropharynx,,,14.6679,Oropharynx,Oropharynx,,,79.00826446280992,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,90,Oropharynx,,,7.5794,Oropharynx,Oropharynx,,,40.82644628099175,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,90,Oropharynx,,,12.7654,Oropharynx,Oropharynx,,,68.76033057851241,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,90,Trachea,,,1.1661,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,6.280991735537215,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,90,Trachea,,,0.3989,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,2.1487603305785496,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,90,Trachea,,,0.8899,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,4.793388429752101,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,90,Trachea,,,0.2762,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,1.487603305785146,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,90,Bronchus,,,9.7275,Bronchus,Bronchus,,,52.39669421487604,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,90,Bronchus,,,3.5289,Bronchus,Bronchus,,,19.008264462809937,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,90,Bronchus,,,10.1571,Bronchus,Bronchus,,,54.7107438016529,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,90,Bronchus,,,5.5848,Bronchus,Bronchus,,,30.08264462809917,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,90,Oropharynx,,,7.6715,Oropharynx,Oropharynx,,,41.32231404958679,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,90,Oropharynx,,,14.6679,Oropharynx,Oropharynx,,,79.00826446280992,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,90,Oropharynx,,,7.5794,Oropharynx,Oropharynx,,,40.82644628099175,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,90,Oropharynx,,,12.7654,Oropharynx,Oropharynx,,,68.76033057851241,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,90,Trachea,,,1.1661,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,6.280991735537215,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,90,Trachea,,,0.3989,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,2.1487603305785496,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,90,Trachea,,,0.8899,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,4.793388429752101,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,13,,,,5.0,90,Trachea,,,0.2762,Trachea,Trachea,Windpipe; main airway leading from throat to lungs.,,1.487603305785146,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,14A,,,,5.0,30,Right Lung,,,2.5218,Right Lung,Right Lung,,,65.16228748068006,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,14A,,,,5.0,30,Left Lung,,,1.3494,Left Lung,Left Lung,,,34.86862442040186,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,14A,,,,5.0,30,Right Lung,,,2.1629,Right Lung,Right Lung,,,55.8887171561051,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,14A,,,,5.0,30,Left Lung,,,1.7035,Left Lung,Left Lung,,,44.018547140649176,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,14A,,,,5.0,60,Right Lung,,,8.1884,Right Lung,Right Lung,,,61.08191653786709,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,14A,,,,5.0,60,Left Lung,,,5.2048,Left Lung,Left Lung,,,38.825347758887176,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,14A,,,,5.0,60,Right Lung,,,7.3762,Right Lung,Right Lung,,,55.02318392581144,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,14A,,,,5.0,60,Left Lung,,,6.0501,Left Lung,Left Lung,,,45.13137557959814,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,14A,,,,5.0,90,Right Lung,,,14.0782,Right Lung,Right Lung,,,60.71097372488408,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,14A,,,,5.0,90,Left Lung,,,9.1465,Left Lung,Left Lung,,,39.4435857805255,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,14A,,,,5.0,90,Right Lung,,,13.1033,Right Lung,Right Lung,,,56.50695517774344,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,14A,,,,5.0,90,Left Lung,,,10.1501,Left Lung,Left Lung,,,43.77125193199383,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,14B,,,,10.0,30,Right Lung,,,15.2055,Right Lung,Right Lung,,,61.30841121495328,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,14B,,,,10.0,30,Left Lung,,,9.6116,Left Lung,Left Lung,,,38.75389408099688,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,14B,,,,10.0,30,Right Lung,,,14.4328,Right Lung,Right Lung,,,58.19314641744548,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,14B,,,,10.0,30,Left Lung,,,10.3533,Left Lung,Left Lung,,,41.74454828660436,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,14B,,,,10.0,60,Right Lung,,,29.4621,Right Lung,Right Lung,,,61.30841121495328,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,14B,,,,10.0,60,Left Lung,,,18.6234,Left Lung,Left Lung,,,38.75389408099688,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,14B,,,,10.0,60,Right Lung,,,27.965,Right Lung,Right Lung,,,58.19314641744548,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,14B,,,,10.0,60,Left Lung,,,20.0606,Left Lung,Left Lung,,,41.74454828660436,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,14B,,,,10.0,90,Right Lung,,,35.2623,Right Lung,Right Lung,,,58.19314641744548,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,14B,,,,10.0,90,Left Lung,,,25.2952,Left Lung,Left Lung,,,41.74454828660436,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,14B,,,,10.0,90,Right Lung,,,37.15,Right Lung,Right Lung,,,61.30841121495327,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,14B,,,,10.0,90,Left Lung,,,23.4075,Left Lung,Left Lung,,,38.62928348909656,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,15A,,,,5.0,30,Total,,,3.5913312693498427,Total,Whole Lung,Entire lung system including all airway regions.,,,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,15A,,,,5.0,30,Total,,,0.4953560371517036,Total,Whole Lung,Entire lung system including all airway regions.,,,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,15A,,,,5.0,30,Total,,,4.643962848297213,Total,Whole Lung,Entire lung system including all airway regions.,,,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,15A,,,,5.0,30,Total,,,6.749226006191952,Total,Whole Lung,Entire lung system including all airway regions.,,,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,15A,,,,5.0,60,Total,,,12.38390092879257,Total,Whole Lung,Entire lung system including all airway regions.,,,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,15A,,,,5.0,60,Total,,,2.291021671826625,Total,Whole Lung,Entire lung system including all airway regions.,,,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,15A,,,,5.0,60,Total,,,17.08978328173375,Total,Whole Lung,Entire lung system including all airway regions.,,,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,15A,,,,5.0,60,Total,,,21.85758513931889,Total,Whole Lung,Entire lung system including all airway regions.,,,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,15A,,,,5.0,90,Total,,,20.619195046439632,Total,Whole Lung,Entire lung system including all airway regions.,,,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,15A,,,,5.0,90,Total,,,3.962848297213623,Total,Whole Lung,Entire lung system including all airway regions.,,,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,15A,,,,5.0,90,Total,,,31.02167182662539,Total,Whole Lung,Entire lung system including all airway regions.,,,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,15A,,,,5.0,90,Total,,,37.151702786377705,Total,Whole Lung,Entire lung system including all airway regions.,,,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,15B,,,,10.0,30,Total,,,16.031746031746007,Total,Whole Lung,Entire lung system including all airway regions.,,,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,15B,,,,10.0,30,Total,,,1.746031746031733,Total,Whole Lung,Entire lung system including all airway regions.,,,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,15B,,,,10.0,30,Total,,,37.46031746031747,Total,Whole Lung,Entire lung system including all airway regions.,,,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,15B,,,,10.0,30,Total,,,43.96825396825397,Total,Whole Lung,Entire lung system including all airway regions.,,,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,15B,,,,10.0,60,Total,,,51.26984126984125,Total,Whole Lung,Entire lung system including all airway regions.,,,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,15B,,,,10.0,60,Total,,,6.031746031746029,Total,Whole Lung,Entire lung system including all airway regions.,,,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,15B,,,,10.0,60,Total,,,65.23809523809523,Total,Whole Lung,Entire lung system including all airway regions.,,,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,15B,,,,10.0,60,Total,,,69.68253968253968,Total,Whole Lung,Entire lung system including all airway regions.,,,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,15B,,,,10.0,90,Total,,,75.39682539682538,Total,Whole Lung,Entire lung system including all airway regions.,,,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,15B,,,,10.0,90,Total,,,8.412698412698386,Total,Whole Lung,Entire lung system including all airway regions.,,,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,15B,,,,10.0,90,Total,,,76.5079365079365,Total,Whole Lung,Entire lung system including all airway regions.,,,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,15B,,,,10.0,90,Total,,,82.06349206349208,Total,Whole Lung,Entire lung system including all airway regions.,,,,constant respiration,,,
Computational investigation of flow characteristics and particle deposition,15C,,,,5.0,30,Total,,,32.16741405082212,Total,Whole Lung,Entire lung system including all airway regions.,,,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,15C,,,,5.0,30,Total,,,0.3587443946188392,Total,Whole Lung,Entire lung system including all airway regions.,,,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,15C,,,,5.0,30,Total,,,4.065769805680123,Total,Whole Lung,Entire lung system including all airway regions.,,,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,15C,,,,5.0,30,Total,,,5.142002989536627,Total,Whole Lung,Entire lung system including all airway regions.,,,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,15C,,,,5.0,60,Total,,,25.650224215246634,Total,Whole Lung,Entire lung system including all airway regions.,,,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,15C,,,,5.0,60,Total,,,0.8968609865470882,Total,Whole Lung,Entire lung system including all airway regions.,,,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,15C,,,,5.0,60,Total,,,11.300448430493272,Total,Whole Lung,Entire lung system including all airway regions.,,,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,15C,,,,5.0,60,Total,,,14.947683109118088,Total,Whole Lung,Entire lung system including all airway regions.,,,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,15C,,,,5.0,90,Total,,,27.20478325859492,Total,Whole Lung,Entire lung system including all airway regions.,,,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,15C,,,,5.0,90,Total,,,1.6143497757847531,Total,Whole Lung,Entire lung system including all airway regions.,,,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,15C,,,,5.0,90,Total,,,21.405082212257103,Total,Whole Lung,Entire lung system including all airway regions.,,,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,15C,,,,5.0,90,Total,,,24.035874439461885,Total,Whole Lung,Entire lung system including all airway regions.,,,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,15D,,,,10.0,30,Total,,,36.79727427597956,Total,Whole Lung,Entire lung system including all airway regions.,,,,circulatory respiration,,,
Computational investigation of flow characteristics and particle deposition,15D,,,,10.0,30,Total,,,0.8177172061328668,Total,Whole Lung,Entire lung system including all airway regions.,,,,circulatory respiration,,,
